pdb_id,chains,clusters,release_date
2ltn,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19900715
2cla,['A'],[68],19900715
1cla,['A'],[68],19900715
7pcy,['A'],[54],19900715
8atc,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
5cpv,['A'],[620],19901015
7at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
4cpv,['A'],[620],19901015
1s01,['A'],[2265],19901015
3at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
5at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
6at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
4at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
2at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
1snc,['A'],[2178],19901015
8at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
1at1,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19901015
3cla,['A'],[68],19901015
6rxn,['A'],[4020],19910115
3gbp,['A'],[225],19910715
1snm,['A'],[2178],19910715
1st2,['A'],[2265],19910715
7rxn,['A'],[4020],19910715
2st1,['A'],[2265],19910715
1omd,['A'],[620],19910715
9xia,['A'],[2357],19911015
7est,['E'],[316],19911015
2rus,"['A', 'B']","[918, 918]",19911015
5p2p,"['A', 'B']","[3828, 3828]",19911015
8xia,['A'],[2357],19911015
2trx,"['A', 'B']","[5867, 5867]",19911015
1lap,['A'],[8272],19911015
6cpa,['A'],[2721],19911015
4bp2,['A'],[3828],19911015
6est,['A'],[316],19911015
3pal,['A'],[620],19920115
4p2p,['A'],[3828],19920115
4pal,['A'],[620],19920115
2pal,['A'],[620],19920115
3tec,"['E', 'I']","[1055, 2265]",19920115
1s02,['A'],[2265],19920115
4znf,['A'],[5443],19920115
5p21,['A'],[11906],19920115
3znf,['A'],[3942],19920115
2tec,"['E', 'I']","[1055, 2265]",19920115
1pal,['A'],[620],19920115
4cla,['A'],[68],19920115
4est,"['E', 'I']","[316, 4285]",19920415
1ova,"['A', 'B', 'C', 'D']","[7720, 7720, 7720, 7720]",19920415
5est,['E'],[316],19920415
5enl,['A'],[3589],19920415
3lhm,['A'],[277],19920415
6enl,['A'],[3589],19920415
7enl,['A'],[3589],19920415
1fbp,"['A', 'B']","[6528, 6528]",19920415
4enl,['A'],[3589],19920415
1atn,"['A', 'D']","[1160, 11171]",19920715
3nn9,['A'],[4722],19920715
4q21,['A'],[11906],19920715
5nn9,['A'],[4722],19920715
1fha,['A'],[6696],19920715
9ca2,['A'],[5259],19920715
6nn9,['A'],[4722],19920715
3xis,['A'],[2357],19920715
4xis,['A'],[2357],19920715
2xis,['A'],[2357],19920715
8ca2,['A'],[5259],19920715
1xis,['A'],[2357],19920715
1nn2,['A'],[4722],19920715
4cln,['A'],[1421],19920715
4nn9,['A'],[4722],19920715
7ca2,['A'],[5259],19920715
6ca2,['A'],[5259],19920715
1acm,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19920715
6q21,"['A', 'B', 'C', 'D']","[11906, 11906, 11906, 11906]",19920728
8est,['E'],[316],19921015
1heb,['A'],[5259],19921015
1hed,['A'],[5259],19921015
4rub,"['A', 'S', 'B', 'T', 'C', 'U', 'D', 'V']","[918, 918, 918, 918, 10543, 10543, 10543, 10543]",19921015
1hca,['A'],[5259],19921015
1ca3,['A'],[5259],19921015
1hec,['A'],[5259],19921015
1mee,"['A', 'I']","[1055, 2265]",19921015
12ca,['A'],[5259],19921015
1hea,['A'],[5259],19921015
4ca2,['A'],[5259],19921031
5ca2,['A'],[5259],19921031
9rub,"['A', 'B']","[918, 918]",19930115
2snm,['A'],[2178],19930115
3sdp,"['A', 'B']","[524, 524]",19930415
2sic,"['E', 'I']","[2177, 2265]",19930415
1atp,"['E', 'I']","[4222, 5213]",19930415
3xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930415
1sty,['A'],[2178],19930415
2xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930415
1sos,"['A', 'F', 'B', 'G', 'C', 'H', 'D', 'I', 'E', 'J']","[1041, 1041, 1041, 1041, 1041, 1041, 1041, 1041, 1041, 1041]",19930415
3sod,"['O', 'Y', 'G', 'B']","[1041, 1041, 1041, 1041]",19930415
1tfd,['A'],[808],19930415
1xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930415
1xli,"['A', 'B']","[2357, 2357]",19930715
3azu,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19930715
5xin,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
8xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1did,"['A', 'B']","[2357, 2357]",19930715
2aaa,['A'],[8593],19930715
1xlj,"['A', 'B']","[2357, 2357]",19930715
1xlb,"['A', 'B']","[2357, 2357]",19930715
1dcb,['A'],[5259],19930715
9xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
2azu,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19930715
1xld,"['A', 'B']","[2357, 2357]",19930715
1xin,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1xlk,"['A', 'B']","[2357, 2357]",19930715
2rcr,"['L', 'M', 'H']","[10450, 10450, 11392]",19930715
4xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1bpn,['A'],[8272],19930715
2phi,"['A', 'B']","[3828, 3828]",19930715
2xin,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1xll,"['A', 'B']","[2357, 2357]",19930715
1dca,['A'],[5259],19930715
2por,['A'],[2044],19930715
5xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1die,"['A', 'B']","[2357, 2357]",19930715
6xim,"['A', 'B', 'C', 'D']","[2357, 2357, 2357, 2357]",19930715
1bpm,['A'],[8272],19930715
1xlc,"['A', 'B']","[2357, 2357]",19930715
4mt2,['A'],[4755],19930715
1xlf,"['A', 'B']","[2357, 2357]",19930715
1msd,"['A', 'B']","[524, 524]",19930715
1xlg,"['A', 'B']","[2357, 2357]",19930715
1azr,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19930715
1xle,"['A', 'B']","[2357, 2357]",19930715
1pob,"['A', 'B']","[3828, 3828]",19931031
1cta,"['A', 'B']","[78, 78]",19931031
2cbb,['A'],[5259],19931031
1poa,['A'],[3828],19931031
1ctd,"['A', 'B']","[79, 79]",19931031
1cah,['A'],[5259],19931031
2ohx,"['A', 'B']","[4166, 4166]",19931031
2plt,['A'],[54],19931031
1cay,['A'],[5259],19931031
1cad,['A'],[4020],19931031
1cai,['A'],[5259],19931031
1raz,['A'],[5259],19931031
4rcr,"['L', 'M', 'H']","[10450, 10450, 11392]",19931031
1lfi,['A'],[264],19931031
1sib,"['E', 'I']","[1055, 2265]",19931031
1nsd,"['A', 'B']","[4722, 4722]",19931031
1cll,['A'],[1421],19931031
1aoz,"['A', 'B']","[23, 23]",19931031
4icb,['A'],[292],19931031
1mua,['A'],[5259],19931031
1poe,"['A', 'B']","[3828, 3828]",19931031
1fbe,"['A', 'B']","[6528, 6528]",19931031
1cmc,"['A', 'B']","[529, 529]",19931031
1caa,['A'],[4020],19931031
1plc,['A'],[54],19931031
1byh,['A'],[3068],19931031
1pod,['A'],[3828],19931031
1fbg,"['A', 'B']","[6528, 6528]",19931031
1gat,['A'],[2749],19931031
1gca,['A'],[225],19931031
2ctv,['A'],[12572],19931031
1rzd,['A'],[5259],19931031
1nip,"['A', 'B']","[520, 520]",19931031
1npc,['A'],[4381],19931031
1lct,['A'],[808],19931031
1ray,['A'],[5259],19931031
8rxn,['A'],[4020],19931031
1rzc,['A'],[5259],19931031
5pal,['A'],[620],19931031
2lal,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19931031
1nsb,"['A', 'B']","[4722, 4722]",19931031
1fbd,"['A', 'B']","[6528, 6528]",19931031
1rze,['A'],[5259],19931031
1nsc,"['A', 'B']","[4722, 4722]",19931031
1azc,"['A', 'B']","[2567, 2567]",19931031
1caj,['A'],[5259],19931031
2cba,['A'],[5259],19931031
1lga,"['A', 'B']","[10282, 10282]",19931031
1tho,['A'],[5867],19931031
1osa,['A'],[1421],19931031
1bic,['A'],[5259],19931031
1zrp,['A'],[1137],19931031
1caz,['A'],[5259],19931031
2msb,"['A', 'B']","[8545, 8545]",19931031
1cps,['A'],[2721],19931031
1sda,"['O', 'Y', 'B', 'G']","[1041, 1041, 1041, 1041]",19931031
1aan,['A'],[3095],19931031
1mns,['A'],[2604],19931031
2sas,['A'],[1291],19931031
1azb,"['A', 'B']","[2567, 2567]",19931031
1rzb,['A'],[5259],19931031
1clm,['A'],[1421],19931031
1cam,['A'],[5259],19931031
1fbf,"['A', 'B']","[6528, 6528]",19931031
1bcd,['A'],[5259],19931031
1tfi,['A'],[839],19931031
1rro,['A'],[620],19931031
2cbd,['A'],[5259],19931031
1sel,"['A', 'B']","[2265, 2265]",19931031
1mda,"['H', 'L', 'J', 'M', 'A', 'B']","[1557, 1557, 1676, 1676, 3095, 3095]",19931031
1pca,['A'],[6554],19931031
1rdd,['A'],[2972],19931031
1rin,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19931031
2bpp,['A'],[3828],19931031
1cva,['A'],[5259],19931031
1cob,"['A', 'B']","[1041, 1041]",19931031
9pcy,['A'],[12601],19931031
1fbc,"['A', 'B']","[6528, 6528]",19931031
1cal,['A'],[5259],19931031
1bpq,['A'],[3828],19931031
1ezm,['A'],[4381],19931031
1cvb,['A'],[5259],19931031
1rza,['A'],[5259],19931031
1bbo,['A'],[38],19931031
6taa,['A'],[8593],19931031
1poc,['A'],[668],19931031
1zaa,['C'],[12013],19931031
1ala,['A'],[1605],19931031
2cbc,['A'],[5259],19931031
1mio,"['A', 'B', 'C', 'D']","[714, 714, 5233, 5233]",19931031
2scp,"['A', 'B']","[2175, 2175]",19931031
1cak,['A'],[5259],19931031
2gli,['A'],[1608],19931109
521p,['A'],[11906],19940131
1scb,['A'],[2265],19940131
1rab,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1hra,['A'],[291],19940131
1glu,"['A', 'B']","[2916, 2916]",19940131
1arp,['A'],[10282],19940131
421p,['A'],[11906],19940131
1gof,['A'],[417],19940131
1cin,['A'],[5259],19940131
1pox,"['A', 'B']","[2840, 2840]",19940131
1ppc,['E'],[316],19940131
1pnd,['A'],[54],19940131
121p,['A'],[11906],19940131
1hdx,"['A', 'B']","[4166, 4166]",19940131
1rnr,"['A', 'B']","[3813, 3813]",19940131
1add,['A'],[8176],19940131
1con,['A'],[12572],19940131
1sub,['A'],[2265],19940131
1adn,['A'],[12],19940131
1psh,"['A', 'B', 'C']","[3828, 3828, 3828]",19940131
1avh,"['A', 'B']","[1605, 1605]",19940131
1bll,"['E', 'I']","[4950, 8272]",19940131
1aso,"['A', 'B']","[23, 23]",19940131
821p,['A'],[11906],19940131
1cil,['A'],[5259],19940131
8cpa,['A'],[2721],19940131
1thl,['A'],[4381],19940131
5cac,['A'],[5259],19940131
1mrr,"['A', 'B']","[3813, 3813]",19940131
1alk,"['A', 'B']","[1501, 1501]",19940131
1pnc,['A'],[54],19940131
1ptk,['A'],[2265],19940131
1rac,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1inc,['A'],[316],19940131
1cbx,['A'],[2721],19940131
1dxi,"['A', 'B']","[2357, 2357]",19940131
721p,['A'],[11906],19940131
2bbm,"['A', 'B']","[1227, 1421]",19940131
1lec,['A'],[6622],19940131
1raa,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1scd,['A'],[2265],19940131
1rtp,"['1', '2', '3']","[620, 620, 620]",19940131
1mct,"['A', 'I']","[316, 1267]",19940131
1hc1,"['A', 'B', 'C', 'D', 'E', 'F']","[3020, 3020, 3020, 3020, 3020, 3020]",19940131
7cpa,['A'],[2721],19940131
1asp,"['A', 'B']","[23, 23]",19940131
1avr,['A'],[1605],19940131
1nel,['A'],[3589],19940131
1hdy,"['A', 'B']","[4166, 4166]",19940131
1gbt,['A'],[316],19940131
2mnr,['A'],[2604],19940131
2pf2,['A'],[575],19940131
3dni,['A'],[1160],19940131
5znf,['A'],[11236],19940131
1rag,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1top,['A'],[1421],19940131
7znf,['A'],[11236],19940131
1cgu,['A'],[4552],19940131
3prk,"['E', 'I']","[2265, 3544]",19940131
1cao,['A'],[5259],19940131
1pph,['E'],[316],19940131
1cvc,['A'],[5259],19940131
1rah,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1ncb,"['N', 'L', 'H']","[2215, 4106, 4722]",19940131
3hud,"['A', 'B']","[4166, 4166]",19940131
1cgt,['A'],[4552],19940131
1ncc,"['N', 'L', 'H']","[2215, 4106, 4722]",19940131
1sbn,"['E', 'I']","[1055, 2265]",19940131
1raf,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
4azu,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19940131
1lla,['A'],[3020],19940131
1myp,"['A', 'C', 'B', 'D']","[7445, 7445, 11160, 11160]",19940131
9est,['A'],[316],19940131
1lfg,['A'],[264],19940131
1rec,['A'],[5478],19940131
1hdz,"['A', 'B']","[4166, 4166]",19940131
621p,['A'],[11906],19940131
1cia,['A'],[68],19940131
1hcy,"['A', 'B', 'C', 'D', 'E', 'F']","[3020, 3020, 3020, 3020, 3020, 3020]",19940131
1asq,"['A', 'B']","[23, 23]",19940131
1mat,['A'],[12248],19940131
1gog,['A'],[417],19940131
1cra,['A'],[5259],19940131
1cim,['A'],[5259],19940131
1cdg,['A'],[4552],19940131
5azu,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19940131
2bat,['A'],[4722],19940131
1rae,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1sca,['A'],[2265],19940131
1adg,['A'],[4166],19940131
2ctc,['A'],[2721],19940131
2oxi,"['A', 'B']","[4166, 4166]",19940131
3sic,"['E', 'I']","[2177, 2265]",19940131
1ncd,"['N', 'L', 'H']","[2215, 4106, 4722]",19940131
221p,['A'],[11906],19940131
1rai,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1led,['A'],[6622],19940131
1sdy,"['A', 'B', 'C', 'D']","[1041, 1041, 1041, 1041]",19940131
2mta,"['H', 'L', 'A', 'C']","[1508, 1557, 1676, 3095]",19940131
1ovb,['A'],[492],19940131
1aaf,['A'],[1641],19940131
1nca,"['N', 'L', 'H']","[2215, 4106, 4722]",19940131
1lem,"['A', 'B']","[490, 504]",19940131
4cac,['A'],[5259],19940131
1len,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19940131
1st3,['A'],[2265],19940131
1rad,"['A', 'B', 'C', 'D']","[1241, 1241, 1242, 1242]",19940131
1pow,"['A', 'B']","[2840, 2840]",19940131
2bbn,"['A', 'B']","[1228, 1856]",19940131
1thm,['A'],[2265],19940131
5sic,"['E', 'I']","[2177, 2265]",19940131
1adf,['A'],[4166],19940131
1sud,['A'],[2265],19940131
1srd,"['A', 'B', 'C', 'D']","[1041, 1041, 1041, 1041]",19940131
2ctb,['A'],[2721],19940131
1lte,['A'],[6622],19940131
1bra,['A'],[316],19940430
2tbs,['A'],[316],19940430
1agp,['A'],[11906],19940430
1log,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19940430
1esb,['A'],[316],19940430
1pss,"['L', 'M', 'H']","[10450, 10450, 11392]",19940430
1chc,['A'],[66],19940430
1nnb,['A'],[4722],19940430
1scm,"['A', 'B', 'C']","[1255, 1421, 1421]",19940430
1lof,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19940430
1ela,['A'],[316],19940430
8tln,['E'],[4381],19940430
1loc,"['A', 'B', '1', 'C', 'D', '2', 'E', 'F', '3', 'G', 'H', '4']","[490, 490, 490, 490, 500, 501, 502, 503, 504, 504, 504, 504]",19940430
1lob,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[490, 490, 490, 490, 504, 504, 504, 504]",19940430
1loe,"['A', 'B', 'C', 'D']","[490, 490, 504, 504]",19940430
1esa,['A'],[316],19940430
1nna,['A'],[4722],19940430
1elc,['A'],[316],19940430
1lod,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[490, 490, 490, 490, 504, 504, 504, 504]",19940430
1czm,['A'],[5259],19940430
1trk,"['A', 'B']","[6787, 6787]",19940430
1spd,"['A', 'B']","[1041, 1041]",19940430
2che,['A'],[6286],19940430
1bzm,['A'],[5259],19940430
1pyd,"['A', 'B']","[630, 630]",19940430
1hcb,['A'],[5259],19940430
1pst,"['L', 'M', 'H']","[10450, 10450, 11392]",19940430
1azm,['A'],[5259],19940430
1lba,['A'],[486],19940430
1loa,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[490, 490, 490, 490, 504, 504, 504, 504]",19940430
1hug,['A'],[5259],19940430
1huh,['A'],[5259],19940430
1xyb,"['A', 'B']","[2357, 2357]",19940531
1ena,['A'],[2178],19940531
1glc,"['F', 'G']","[229, 230]",19940531
1enc,['A'],[2178],19940531
1glg,['A'],[225],19940531
1xya,"['A', 'B']","[2357, 2357]",19940531
1xyc,"['A', 'B']","[2357, 2357]",19940531
1gld,"['F', 'G']","[229, 230]",19940531
1xym,"['A', 'B']","[2357, 2357]",19940531
1scs,['A'],[12572],19940531
5cna,"['A', 'B', 'C', 'D']","[12572, 12572, 12572, 12572]",19940531
1tah,"['B', 'A', 'C', 'D']","[155, 155, 155, 155]",19940531
1hpl,"['A', 'B']","[8241, 8241]",19940531
1scr,['A'],[12572],19940531
1sac,"['A', 'B', 'C', 'D', 'E']","[4041, 4041, 4041, 4041, 4041]",19940531
1gle,"['F', 'G']","[229, 230]",19940531
1gcg,['A'],[225],19940531
1xyl,"['A', 'B']","[2357, 2357]",19940531
1cpm,['A'],[14],19940622
1xig,['A'],[2357],19940622
1xie,['A'],[2357],19940622
1mpt,['A'],[2265],19940622
1xid,['A'],[2357],19940622
1sta,['A'],[2178],19940622
1xib,['A'],[2357],19940622
1rbl,"['A', 'M', 'B', 'I', 'C', 'N', 'D', 'J', 'E', 'O', 'F', 'K', 'G', 'P', 'H', 'L']","[918, 918, 918, 918, 918, 918, 918, 918, 10543, 10543, 10543, 10543, 10543, 10543, 10543, 10543]",19940622
2pas,['A'],[2020],19940622
1xih,['A'],[2357],19940622
1gdc,['A'],[2916],19940622
2gda,['A'],[880],19940622
1xij,['A'],[2357],19940622
1xii,['A'],[2357],19940622
1brg,"['A', 'B', 'C']","[3, 3, 3]",19940622
1xif,['A'],[2357],19940622
1elb,['A'],[316],19940622
1cpn,['A'],[14],19940622
1xic,['A'],[2357],19940622
1plk,['A'],[11906],19940731
1hyt,['A'],[4381],19940731
1ika,['A'],[7985],19940731
1syd,['A'],[2178],19940731
1chn,['A'],[6286],19940731
1ast,['A'],[7225],19940731
1stb,['A'],[2178],19940731
1tnd,"['A', 'B', 'C']","[2384, 2384, 2384]",19940731
1els,['A'],[3589],19940731
1syf,['A'],[2178],19940731
1crr,['A'],[77],19940731
1syb,['A'],[2178],19940731
1pmy,['A'],[667],19940731
3pat,['A'],[620],19940731
1smf,"['E', 'I']","[316, 802]",19940731
1plj,['A'],[11906],19940731
2bpc,['A'],[582],19940831
1mdr,['A'],[2604],19940831
2drp,"['A', 'D']","[1354, 1354]",19940831
1cdl,"['A', 'E', 'B', 'F', 'C', 'G', 'D', 'H']","[1421, 1421, 1421, 1421, 6085, 6085, 6085, 6085]",19940831
2bpg,"['A', 'B']","[9989, 9989]",19940831
1amp,['A'],[2576],19940831
1eft,['A'],[135],19940831
1lgc,"['A', 'H', 'B', 'C', 'I', 'D', 'E', 'J', 'F']","[490, 490, 490, 493, 493, 494, 504, 504, 504]",19940831
1lgb,"['A', 'B', 'C']","[490, 492, 504]",19940831
1iaa,['A'],[7225],19940831
1esl,['A'],[6742],19940831
1iab,['A'],[7225],19940831
1iag,['A'],[730],19940831
1ngi,['A'],[10446],19940831
1prr,['A'],[670],19940831
2bbv,"['A', 'D', 'B', 'E', 'C', 'F']","[172, 172, 172, 1230, 1230, 1230]",19940831
1iae,['A'],[7225],19940831
1cdm,"['A', 'B']","[1421, 11251]",19940831
1plb,['A'],[54],19940831
1pla,['A'],[664],19940831
1lcf,['A'],[264],19940831
1prs,['A'],[671],19940831
1scn,['E'],[2265],19940831
1isb,"['A', 'B']","[524, 524]",19940930
1gia,['A'],[2384],19940930
1isc,"['A', 'B']","[524, 524]",19940930
1mng,"['A', 'B']","[524, 524]",19941015
1azn,"['A', 'B', 'C', 'D']","[2567, 2567, 2567, 2567]",19941015
1dka,['A'],[91],19941015
1hld,"['A', 'B']","[4166, 4166]",19941015
1paa,['A'],[648],19941015
1nnt,['A'],[808],19941015
1cnc,['A'],[5259],19941015
1lpa,"['A', 'B']","[153, 8241]",19941101
1cel,"['A', 'B']","[4427, 4427]",19941101
1lpb,"['A', 'B']","[153, 8241]",19941101
1bit,['A'],[316],19941101
1pzb,['A'],[667],19941130
1frp,"['A', 'B']","[6528, 6528]",19941130
1tkb,"['A', 'B']","[6787, 6787]",19941130
1tka,"['A', 'B']","[6787, 6787]",19941130
1pza,['A'],[667],19941130
1tni,['A'],[316],19941130
1tkc,"['A', 'B']","[6787, 6787]",19941130
1lgr,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L']","[9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583]",19941130
2ran,['A'],[1605],19941130
1tnl,['A'],[316],19941130
1tnk,['A'],[316],19941130
2lgs,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L']","[9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583, 9583]",19941130
1tng,['A'],[316],19941130
1tnh,['A'],[316],19941130
1tnj,['A'],[316],19941130
1cve,['A'],[5259],19941130
2bpf,['A'],[9989],19941214
1anw,"['A', 'B']","[1605, 1605]",19941220
1cvd,['A'],[5259],19941220
2pcd,"['A', 'M', 'B', 'N', 'C', 'O', 'D', 'P', 'E', 'Q', 'F', 'R']","[3354, 3354, 3354, 3354, 3354, 3354, 3354, 3354, 3354, 3354, 3354, 3354]",19941220
1ctr,['A'],[1421],19941220
1ids,"['A', 'B', 'C', 'D']","[524, 524, 524, 524]",19941220
1bcf,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L']","[2963, 2963, 2963, 2963, 2963, 2963, 2963, 2963, 2963, 2963, 2963, 2963]",19941220
1anx,"['A', 'B', 'C']","[1605, 1605, 1605]",19941220
1rvc,"['A', 'B']","[769, 769]",19950126
1tps,"['A', 'B']","[316, 862]",19950126
1inp,['A'],[9919],19950126
1rvb,"['A', 'B']","[769, 769]",19950126
1hml,['A'],[277],19950126
1hfc,['A'],[65],19950126
1pkn,['A'],[6860],19950126
1iny,['A'],[4722],19950207
1ceh,['A'],[3828],19950207
1ccu,['A'],[5259],19950207
1ccs,['A'],[5259],19950207
1cct,['A'],[5259],19950207
1ept,"['A', 'B', 'C']","[149, 150, 451]",19950207
1pcr,"['L', 'M', 'H']","[10450, 10450, 11392]",19950207
1rtm,"['1', '2', '3']","[8545, 8545, 8545]",19950207
1inx,['A'],[4722],19950207
1cgw,['A'],[4552],19950207
1mnc,['A'],[65],19950207
1cvh,['A'],[5259],19950207
1inw,['A'],[4722],19950207
1cgy,['A'],[4552],19950207
1cgx,['A'],[4552],19950207
1inv,['A'],[4722],19950207
1yda,['A'],[5259],19950214
1ydb,['A'],[5259],19950214
1ydd,['A'],[5259],19950214
1eld,['E'],[316],19950214
1mre,"['L', 'H']","[2215, 4106]",19950214
1srp,['A'],[3007],19950214
